fg_playerID,person_id,person_full_name,fWAR,pick_round,pick_number,year,person_birth_state_province,person_height,person_weight,home_state,person_primary_position_abbreviation,person_bat_side_code,person_pitch_hand_code,mlb_played_first,mlb_played_last,high_school
1008474,118657,Oddibe McDowell,9.2,1,12,1984,FL,69,165,fl,CF,L,L,1985,1994,No
545,133343,Preston Wilson,9.2,1,9,1992,SC,74,220,sc,CF,R,R,1998,2007,Yes
1702,407862,Reed Johnson,9.2,17,523,1999,CA,70,185,ca,LF,R,R,2003,2015,No
1419,408213,Hank Blalock,9.2,3,105,1999,CA,73,200,ca,3B,L,R,2002,2010,Yes
1399,346859,Jason Michaels,9.1,4,104,1998,FL,72,215,fl,LF,R,R,2001,2011,No
3878,455755,Chris Stewart,9.1,12,373,2001,CA,76,215,ca,C,R,R,2006,2018,No
17027,657077,Alex Verdugo,9.1,2,62,2014,AZ,72,209,az,RF,L,L,2017,2023,Yes
21534,663728,Cal Raleigh,9,3,90,2018,NC,75,235,nc,C,S,R,2021,2023,No
1000946,110974,Dante Bichette,8.9,17,424,1984,FL,74,235,fl,RF,R,R,1988,2001,No
1009151,119347,Mickey Morandini,8.9,5,120,1988,PA,71,170,pa,2B,L,R,1990,2000,No
4467,461235,Brandon Moss,8.9,8,238,2002,GA,73,210,ga,1B,L,R,2007,2017,Yes
12775,543543,Brad Miller,8.9,2,62,2011,FL,74,195,fl,DH,L,R,2013,2023,No
11003,594828,Evan Gattis,8.9,23,704,2010,TX,76,270,tx,DH,R,R,2013,2018,No
1007303,117454,Ken Landreaux,8.8,1,6,1976,CA,70,165,ca,CF,L,R,1977,1987,No
1009938,120157,Tom Paciorek,8.8,5,89,1968,MI,76,215,mi,LF,R,R,1970,1987,No
37,122596,Scott Spiezio,8.8,6,181,1993,IL,74,215,il,1B,S,R,1996,2007,No
1605,407849,Bill Hall,8.8,6,176,1998,MS,72,210,ms,3B,R,R,2002,2012,Yes
2578,488721,Peter Bourjos,8.8,10,313,2005,IL,73,190,il,CF,R,R,2010,2019,Yes
19918,662139,Daulton Varsho,8.8,1000,68,2017,WI,70,207,wi,LF,L,R,2020,2023,No
741,137006,Doug Mientkiewicz,8.7,5,128,1995,OH,72,210,oh,1B,L,R,1998,2009,No
170,150334,Chris Singleton,8.7,2,48,1993,CA,74,220,ca,CF,L,L,1999,2005,No
1261,407891,Kevin Mench,8.7,4,118,1999,DE,72,215,de,LF,R,R,2002,2010,No
8259,435559,Kurt Suzuki,8.7,2,67,2004,HI,71,210,ca,C,R,R,2007,2022,No
6073,453895,Brendan Ryan,8.7,7,215,2003,CA,73,190,ca,SS,R,R,2007,2016,No
13853,621563,Joey Wendle,8.7,6,203,2012,DE,73,195,de,SS,L,R,2016,2023,No
13836,622110,Matt Duffy,8.7,18,568,2012,CA,74,190,ca,3B,R,R,2014,2023,No
25931,671739,Michael Harris II,8.7,3,98,2019,GA,72,195,ga,CF,L,L,2022,2023,Yes
1009099,119290,Charlie Moore,8.6,5,97,1971,AL,71,180,al,C,R,R,1973,1987,Yes
11982,543768,Travis Shaw,8.6,9,292,2011,OH,76,230,oh,3B,L,R,2015,2022,No
15161,641598,Mitch Garver,8.6,9,260,2013,NM,73,220,nm,C,R,R,2017,2023,No
16535,643376,Danny Jansen,8.6,16,475,2013,IL,74,215,wi,C,R,R,2018,2023,Yes
795,150411,Brian Schneider,8.5,5,143,1995,FL,73,210,pa,C,L,R,2000,2012,Yes
6352,435220,Ryan Sweeney,8.5,2,52,2003,IA,76,225,ia,RF,L,L,2006,2014,Yes
4400,456121,Chris Denorfia,8.5,21,555,2002,CT,72,195,ma,RF,R,R,2005,2015,No
1000114,110119,Mike Aldrete,8.4,7,174,1983,CA,71,185,ca,1B,L,L,1986,1996,No
51,112461,Greg Colbrunn,8.4,6,148,1987,CA,72,215,ca,1B,R,R,1992,2004,Yes
1003532,113597,Frank Duffy,8.4,3,51,1966,CA,73,180,ca,SS,R,R,1970,1979,No
21479,663538,Nico Hoerner,8.4,1,24,2018,CA,73,200,ca,2B,R,R,2019,2023,No
1001081,111109,Ron Blomberg,8.3,1,1,1967,GA,73,205,ga,DH,L,R,1969,1978,Yes
83,111369,Darren Bragg,8.3,22,578,1991,CT,69,180,ct,RF,L,R,1994,2004,No
687,115394,Jeffrey Hammonds,8.3,1,4,1992,NJ,72,220,nj,RF,R,R,1993,2005,No
2106,425508,Ryan Church,8.3,14,426,2000,CA,74,215,ca,RF,L,L,2004,2010,No
9219,457787,Danny Espinosa,8.3,3,87,2008,CA,72,205,ca,2B,S,R,2010,2017,No
6547,474568,Jordy Mercer,8.3,3,79,2008,OK,75,210,ok,2B,R,R,2012,2023,No
15464,592669,Hunter Renfroe,8.3,1,13,2013,MS,73,230,ms,RF,R,R,2016,2023,No
853,123639,John Vander Wal,8.2,3,70,1987,MI,73,205,mi,RF,L,L,1991,2004,No
11936,605412,Joe Panik,8.2,1,29,2011,NY,73,205,ny,2B,L,R,2014,2021,No
286,117731,Darren Lewis,8.1,18,463,1988,CA,72,200,ca,CF,R,R,1990,2002,No
789,119975,Troy O'Leary,8.1,13,330,1987,CA,72,205,ca,LF,L,L,1993,2003,Yes
1004138,114220,Tim Flannery,8,6,135,1978,OK,71,175,ok,2B,L,R,1979,1989,No
1009778,119987,Joe Oliver,8,2,41,1983,TN,75,220,fl,C,R,R,1989,2001,Yes
1018,124704,Kevin Young,8,7,182,1990,MI,75,230,mi,1B,R,R,1992,2003,No
1656,408306,Rocco Baldelli,8,1,6,2000,RI,76,200,ri,CF,R,R,2003,2010,Yes
1826,425867,Khalil Greene,8,1,13,2002,PA,71,185,pa,SS,R,R,2003,2009,No
7571,502082,Lonnie Chisenhall,8,1,29,2008,NC,74,190,nc,3B,L,R,2011,2018,No
5254,543257,Robbie Grossman,8,6,174,2008,CA,72,209,ca,LF,S,L,2013,2023,Yes
19363,669720,Austin Hays,8,3,91,2016,FL,71,200,fl,LF,R,R,2017,2023,No
1011438,121692,F.P. Santangelo,7.9,20,512,1989,MI,70,165,fl,CF,S,R,1995,2001,No
9571,502226,Craig Gentry,7.9,10,298,2006,AR,74,190,ar,CF,R,R,2009,2018,No
1003608,113673,Jim Dwyer,7.8,11,246,1971,IL,70,175,il,RF,L,L,1973,1990,No
933,119616,Greg Myers,7.8,3,74,1984,CA,74,225,ca,C,L,R,1987,2005,Yes
1013520,123824,Greg Walker,7.8,20,511,1977,GA,75,210,ga,1B,L,R,1982,1990,Yes
1830,425549,Clint Barmes,7.8,10,287,2000,IN,73,200,in,SS,R,R,2003,2015,No
9957,456665,Steve Pearce,7.8,8,241,2005,FL,71,200,fl,1B,R,R,2007,2019,No
12546,543068,C.J. Cron,7.8,1,17,2011,CA,76,235,ca,1B,R,R,2014,2023,No
19599,676801,Chas McCormick,7.8,21,631,2017,PA,72,208,pa,CF,R,L,2021,2023,No
1006290,116446,Bo Jackson,7.7,2,50,1982,AL,73,225,al,LF,R,R,1986,1994,Yes
5928,435558,Daric Barton,7.7,1,28,2003,VT,72,215,ca,1B,L,R,2007,2014,Yes
8267,455104,Chris Iannetta,7.7,4,110,2004,RI,72,230,ri,C,R,R,2006,2019,No
16930,641680,Jonah Heim,7.7,4,129,2013,NY,76,220,ny,C,S,R,2020,2023,Yes
17982,664034,Ty France,7.7,34,1017,2015,CA,71,215,ca,1B,R,R,2019,2023,No
1010693,120926,Lenny Randle,7.6,10,190,1967,CA,70,169,ca,3B,S,R,1971,1982,Yes
1012977,123271,Gary Thomasson,7.6,7,160,1969,CA,73,180,ca,CF,L,L,1972,1980,Yes
6876,444432,Mark Trumbo,7.6,18,533,2004,CA,76,225,ca,1B,R,R,2010,2019,Yes
12158,605131,Austin Barnes,7.6,9,283,2011,CA,70,187,ca,C,R,R,2015,2023,No
25878,682998,Corbin Carroll,7.6,1,16,2019,WA,70,165,wa,LF,L,L,2022,2023,Yes
1000524,110554,Bret Barberie,7.5,7,180,1988,CA,71,180,ca,2B,S,R,1991,1996,No
1006284,116415,Mike Ivie,7.5,1,1,1970,GA,75,205,ga,1B,R,R,1971,1983,Yes
1167,118329,Al Martin,7.5,8,198,1985,CA,74,215,ca,LF,L,L,1992,2003,Yes
74,150160,Junior Spivey,7.5,28,771,1995,OK,72,200,ok,2B,R,R,2001,2005,No
3811,444135,Ryan Theriot,7.5,3,78,2001,LA,71,185,la,SS,R,R,2005,2012,No
1401,113645,Shawon Dunston,7.4,1,1,1982,NY,73,180,ny,SS,R,R,1985,2002,Yes
1564,400091,Jack Cust,7.4,1000,30,1997,NJ,73,250,nj,DH,L,R,2001,2011,Yes
4606,430965,Chris Snyder,7.4,2,68,2002,TX,76,235,tx,C,R,R,2004,2013,No
10542,518618,Derek Dietrich,7.4,2,79,2010,OH,74,205,oh,2B,L,R,2013,2023,No
19566,663993,Nathaniel Lowe,7.4,13,390,2016,VA,76,220,va,1B,L,R,2019,2023,No
1011396,121649,Bill Sample,7.3,10,228,1976,VA,69,175,va,LF,R,R,1978,1986,No
1845,430404,Jonny Gomes,7.3,18,529,2001,CA,73,230,ca,LF,R,R,2003,2015,No
3395,460060,Cliff Pennington,7.3,1,21,2005,TX,70,200,tx,SS,S,R,2008,2018,No
4712,519184,Ben Revere,7.3,1,28,2007,GA,69,175,ky,CF,L,R,2010,2017,Yes
12037,542932,Jon Berti,7.3,18,559,2011,MI,70,190,mi,SS,R,R,2018,2023,No
1000829,110852,Bruce Benedict,7.2,5,99,1976,AL,73,190,al,C,R,R,1978,1989,No
1006174,116300,Tim Hulett,7.2,39,759,1978,IL,72,195,il,3B,R,R,1983,1995,Yes
13145,605137,Josh Bell,7.2,2,61,2011,TX,76,261,tx,1B,S,R,2016,2023,No
15112,641857,Ryan McMahon,7.2,2,42,2013,CA,74,219,ca,3B,L,R,2017,2023,Yes
18577,663647,Ke'Bryan Hayes,7.2,1,32,2015,TX,71,195,tx,3B,R,R,2020,2023,Yes
25764,677951,Bobby Witt Jr.,7.2,1,2,2019,TX,73,200,tx,SS,R,R,2022,2023,Yes
264,110840,Mark Bellhorn,7.1,2,35,1995,MA,73,205,ma,2B,S,R,1997,2007,No
1009954,120172,Mitchell Page,7.1,3,72,1973,CA,74,205,ca,DH,L,R,1977,1984,No
303,122918,Chris Stynes,7.1,3,94,1991,NY,69,190,fl,3B,R,R,1995,2004,Yes
2502,446263,Lucas Duda,7.1,7,243,2007,CA,76,255,ca,1B,L,R,2010,2019,No
17992,664058,David Fletcher,7.1,6,195,2015,CA,69,185,ca,SS,R,R,2018,2023,No
17620,664702,Myles Straw,7.1,12,349,2015,CA,70,178,ca,CF,R,R,2018,2023,No
1003322,113387,Gary Disarcina,7,6,143,1988,MA,74,195,ma,SS,R,R,1989,2000,No
1005259,115348,Mel Hall,7,2,39,1978,NY,73,205,ny,LF,L,L,1981,1996,Yes
1007516,117668,Mark Lemke,7,27,677,1983,NY,69,167,ny,2B,S,R,1988,1998,Yes
1010770,120993,Jeff Reed,7,1,12,1980,IL,74,190,il,C,L,R,1984,2000,Yes
958,134162,Travis Lee,7,1,2,1996,CA,75,220,ca,1B,L,L,1998,2006,No
3086,519048,Mitch Moreland,7,17,530,2007,MS,75,245,ms,1B,L,L,2010,2021,No
16153,596103,Austin Slater,7,8,238,2014,FL,73,204,fl,LF,R,R,2017,2023,No
16219,605204,J.D. Davis,7,3,75,2014,CA,75,218,ca,3B,R,R,2017,2023,No
1000879,110908,Dave Bergman,6.9,2,36,1974,IL,74,185,il,1B,L,L,1975,1992,No
1008091,118267,Kirt Manwaring,6.9,2,31,1986,NY,71,190,ny,C,R,R,1987,1999,No
1014176,124495,John Wockenfuss,6.9,42,759,1967,WV,72,190,de,C,R,R,1974,1985,Yes
10099,554429,Dustin Ackley,6.9,1,2,2009,NC,73,205,nc,2B,L,R,2011,2016,No
26289,683002,Gunnar Henderson,6.9,2,42,2019,AL,75,220,al,3B,L,R,2022,2023,No
1000749,110772,Rich Becker,6.8,3,85,1990,IL,70,199,il,CF,L,L,1993,2000,Yes
1043,117442,Tom Lampkin,6.8,11,265,1986,OH,71,200,oh,C,L,R,1988,2002,No
1012845,123113,Eddie Taubensee,6.8,6,150,1986,TX,75,230,fl,C,L,R,1991,2001,Yes
4556,425766,James Loney,6.8,1,19,2002,TX,75,235,tx,1B,L,L,2006,2016,Yes
1209,115132,Ben Grieve,6.7,1,2,1994,TX,76,225,tx,RF,L,R,1997,2005,Yes
2505,474233,Hank Conger,6.7,1,25,2006,WA,74,220,wa,C,L,R,2010,2016,Yes
13367,572039,Stephen Piscotty,6.7,45,1357,2009,CA,76,211,ca,RF,R,R,2015,2023,Yes
24610,680757,Steven Kwan,6.7,5,163,2018,CA,69,170,ca,LF,L,L,2022,2023,No
1002114,112168,Dave Chalk,6.6,1,10,1972,TX,70,175,tx,3B,R,R,1973,1981,No
1002600,112659,Scott Cooper,6.6,3,69,1986,MO,75,205,mo,3B,L,R,1990,1997,Yes
1008068,118246,Rick Manning,6.6,1,2,1972,NY,73,180,ny,CF,L,R,1975,1987,Yes
1004,121009,Pokey Reese,6.6,1,20,1991,SC,71,190,sc,2B,R,R,1997,2004,Yes
6589,446481,Sean Rodríguez,6.6,3,90,2003,FL,72,199,fl,2B,R,R,2008,2020,Yes
132,112682,Marty Cordova,6.5,8,198,1987,NV,72,210,nv,LF,R,R,1995,2003,Yes
1009825,120037,Steve Ontiveros,6.5,6,136,1969,CA,72,185,ca,3B,S,R,1973,1980,Yes
1440,237800,Jeff DaVanon,6.5,26,708,1995,CA,72,200,ca,RF,S,R,1999,2007,No
1696,425506,Jody Gerut,6.5,2,71,1998,IL,72,190,il,RF,L,L,2003,2010,No
1790,425548,Garrett Atkins,6.5,5,137,2000,CA,75,215,ca,3B,R,R,2003,2010,No
1818,425853,Bobby Crosby,6.5,1,25,2001,CA,75,210,ca,SS,R,R,2003,2010,No
1888,429710,Chad Tracy,6.5,7,218,2001,NC,73,205,nc,3B,L,R,2004,2013,No
7399,456714,Billy Butler,6.5,1,14,2004,FL,72,260,fl,DH,R,R,2007,2016,Yes
6878,458085,Chris Coghlan,6.5,18,546,2003,MD,72,195,fl,LF,L,R,2009,2017,Yes
1001223,111260,Ken Boswell,6.4,4,66,1965,TX,72,170,tx,2B,L,R,1967,1977,No
968,120747,Todd Pratt,6.4,6,153,1985,NE,75,240,ca,C,R,R,1992,2006,Yes
11339,545350,Jake Marisnick,6.4,3,104,2009,CA,76,220,ca,CF,R,R,2013,2023,Yes
13329,571875,Jake Lamb,6.4,6,213,2012,WA,75,215,wa,1B,L,R,2014,2023,No
13590,608385,Jesse Winker,6.4,1000,49,2012,NY,74,230,fl,DH,L,L,2017,2023,Yes
21523,663697,Jonathan India,6.4,1,5,2018,FL,72,200,fl,2B,R,R,2021,2023,No
1006310,116442,Ron Jackson,6.3,2,37,1971,AL,72,205,al,1B,R,R,1975,1984,Yes
21454,663457,Lars Nootbaar,6.3,8,243,2018,CA,75,210,ca,CF,L,R,2021,2023,No
1011415,121668,Deion Sanders,6.2,6,149,1985,FL,73,195,fl,OF,L,L,1989,2001,Yes
10059,545358,Max Stassi,6.2,4,123,2009,CA,70,200,ca,C,R,R,2013,2023,Yes
12976,595978,Austin Hedges,6.2,2,82,2011,CA,73,220,ca,C,R,R,2015,2023,Yes
15672,640457,Austin Meadows,6.2,1,9,2013,GA,75,225,ga,LF,L,L,2018,2023,Yes
15149,641820,Trey Mancini,6.2,8,249,2013,FL,75,230,fl,1B,R,R,2016,2023,No
1004202,114286,Tim Foli,6.1,1,1,1968,CA,72,179,ca,SS,R,R,1970,1985,Yes
700,119913,Alex Ochoa,6.1,3,82,1991,FL,72,200,fl,RF,R,R,1995,2002,Yes
1009900,120118,Ed Ott,6.1,23,539,1970,PA,70,195,pa,C,L,R,1974,1981,Yes
1389,120975,Jeff Reboulet,6.1,10,247,1986,OH,72,175,oh,2B,R,R,1992,2003,No
1014386,124708,Mike Young,6.1,7,166,1978,CA,74,195,ca,LF,S,R,1982,1989,Yes
995,406670,Rob Mackowiak,6.1,30,839,1995,IL,71,210,il,RF,L,R,2001,2008,No
1005886,116009,Ron Hodges,6,6,144,1970,VA,73,185,va,C,L,R,1973,1984,No
1006131,116258,Rex Hudler,6,1,18,1978,AZ,72,180,ca,2B,R,R,1984,1998,Yes
1001052,111080,Lance Blankenship,5.9,2,49,1985,OR,72,185,or,2B,R,R,1988,1993,No
1166,118305,Eli Marrero,5.9,3,88,1993,NA,73,200,fl,C,R,R,1997,2006,Yes
1012282,122541,Paul Sorrento,5.9,4,103,1986,MA,74,200,ma,1B,L,R,1989,1999,No
1724,217915,Lew Ford,5.9,12,379,1999,TX,71,190,tx,LF,R,R,2003,2023,No
981,110862,Mike Benjamin,5.8,3,74,1987,OH,72,172,oh,SS,R,R,1989,2002,No
471,116423,Damian Jackson,5.8,44,1147,1991,CA,71,175,ca,2B,R,R,1996,2006,Yes
1006481,116606,Lamar Johnson,5.8,3,54,1968,AL,74,225,al,1B,R,R,1974,1982,Yes
1010636,120872,Dave Rader,5.8,1,18,1967,OK,71,165,ca,C,L,R,1971,1980,Yes
1013899,124211,Terry Whitfield,5.8,1,19,1971,CA,73,197,ca,OF,L,R,1974,1986,Yes
947,136724,Marlon Anderson,5.8,2,42,1995,AL,71,200,al,2B,L,R,1998,2009,No
4792,425796,Jeff Francoeur,5.8,1,23,2002,GA,76,225,ga,RF,R,R,2005,2016,Yes
5653,440251,Ryan Roberts,5.8,18,530,2003,TX,71,185,tx,3B,R,R,2006,2014,No
14811,572228,Luke Voit,5.8,22,665,2013,MO,74,258,mo,1B,R,R,2017,2023,No
17548,621493,Taylor Ward,5.8,1,26,2015,OH,73,200,oh,LF,R,R,2018,2023,No
20202,669016,Brandon Marsh,5.8,2,60,2016,GA,76,215,ga,CF,L,R,2021,2023,Yes
1002846,112909,Mike Cubbage,5.7,6,115,1968,VA,72,180,va,3B,L,R,1974,1981,Yes
1004907,115001,Billy Grabarkewitz,5.7,12,239,1966,TX,70,170,tx,3B,R,R,1969,1975,No
848,133341,Shane Spencer,5.7,28,733,1990,FL,72,220,ca,LF,R,R,1998,2004,Yes
931,236427,Frank Menechino,5.7,45,1261,1993,NY,68,200,ny,2B,R,R,1999,2005,No
9345,571788,Brock Holt,5.7,9,265,2009,TX,70,180,tx,2B,L,R,2012,2021,No
19252,624415,Cavan Biggio,5.7,5,162,2016,TX,74,200,tx,2B,L,R,2019,2023,No
280,114833,Joe Girardi,5.6,5,116,1986,IL,71,200,il,C,R,R,1989,2003,No
1012549,122811,Kevin Stocker,5.6,2,54,1991,WA,73,175,wa,SS,S,R,1993,2000,No
1013943,124257,Rob Wilfong,5.6,13,307,1971,CA,73,185,ca,2B,L,R,1977,1987,Yes
1395,124314,Gerald Williams,5.6,14,366,1987,LA,74,185,la,LF,R,R,1992,2005,No
9015,493596,Gordon Beckham,5.6,1,8,2008,GA,72,188,ga,2B,R,R,2009,2019,No
13499,608596,Tom Murphy,5.6,3,105,2012,NY,73,206,ny,C,R,R,2015,2023,No
20126,666185,Dylan Carlson,5.6,1,33,2016,CA,74,205,ca,CF,S,L,2020,2023,Yes
1000910,110937,Sean Berry,5.5,4,94,1984,CA,71,210,ca,3B,R,R,1990,2000,Yes
1005210,115315,Jerry Hairston,5.5,3,54,1970,AL,70,180,al,LF,S,R,1973,1989,Yes
202,119182,Doug Mirabelli,5.5,5,131,1992,AZ,73,220,az,C,R,R,1996,2007,No
762,136664,Michael Barrett,5.5,1,28,1995,GA,72,225,ga,C,R,R,1998,2009,Yes
1015,346852,Craig Wilson,5.5,2,47,1995,CA,74,225,ca,1B,R,R,2001,2007,Yes
2184,408212,Gabe Gross,5.5,1,15,2001,MD,75,220,md,RF,L,R,2004,2010,No
3867,431159,Kelly Shoppach,5.5,2,48,2001,TX,72,220,tx,C,R,R,2005,2013,No
2636,446386,Brandon Guyer,5.5,5,157,2007,PA,74,210,pa,LF,R,R,2011,2018,No
9054,475253,Justin Smoak,5.5,1,11,2008,SC,76,220,sc,1B,S,L,2010,2020,No
18373,663624,Ryan Mountcastle,5.5,1,36,2015,FL,76,220,fl,1B,R,R,2020,2023,Yes
1009161,119355,Keith Moreland,5.4,7,156,1975,TX,72,200,tx,RF,R,R,1978,1989,No
1009660,119869,Jon Nunnally,5.4,3,70,1992,NC,70,205,nc,RF,L,R,1995,2000,No
1010964,121208,Ernest Riles,5.4,21,526,1980,GA,73,180,ga,SS,L,R,1985,1993,No
2041,407833,John Buck,5.4,7,212,1998,WY,75,245,ut,C,R,R,2004,2014,Yes
1926,430668,Scott Hairston,5.4,3,98,2001,TX,72,200,tx,LF,R,R,2004,2014,No
3361,459991,Gaby Sanchez,5.4,4,126,2005,FL,73,235,fl,1B,R,R,2008,2014,No
1402,113240,David Dellucci,5.3,10,276,1995,LA,71,205,la,RF,L,L,1997,2009,No
1256,137002,Gabe Kapler,5.3,57,1487,1995,CA,74,190,ca,CF,R,R,1998,2010,No
2430,446381,Darwin Barney,5.3,4,127,2007,OR,70,180,or,2B,R,R,2010,2017,No
6364,502143,Danny Valencia,5.3,19,576,2006,FL,74,210,fl,3B,R,R,2010,2023,No
11379,592261,Delino DeShields,5.3,1,8,2010,MD,67,190,md,OF,R,R,2015,2023,No
12147,605113,Nick Ahmed,5.3,2,85,2011,MA,74,201,ma,SS,R,R,2014,2023,No
26294,681082,Bryson Stott,5.3,1,14,2019,NV,75,200,nv,2B,L,R,2022,2023,No
1000237,110248,Mike Anderson,5.2,1,6,1969,SC,74,200,sc,RF,R,R,1971,1979,Yes
433,116075,Todd Hollandsworth,5.2,3,80,1991,OH,74,225,wa,LF,L,L,1995,2006,Yes
562,116326,Brian L. Hunter,5.2,2,35,1989,OR,75,180,wa,CF,R,R,1994,2003,Yes
614,118490,Brent Mayne,5.2,1,13,1989,CA,73,190,ca,C,L,R,1990,2004,No
1009852,120068,Joe Orsulak,5.2,6,153,1980,NJ,73,195,nj,RF,L,L,1983,1997,Yes
1010177,120402,Jack Perconte,5.2,16,379,1976,IL,70,160,ky,2B,L,R,1980,1986,No
1021,284568,Sean Burroughs,5.2,1,9,1998,GA,73,195,ca,3B,L,R,2002,2012,Yes
6201,435625,Nate Schierholtz,5.2,2,63,2003,NV,74,215,nv,RF,L,R,2007,2014,No
7620,448605,Justin Ruggiano,5.2,25,748,2004,TX,73,210,tx,CF,R,R,2007,2017,No
9205,489149,Logan Morrison,5.2,22,666,2005,MO,75,245,mo,1B,L,L,2010,2020,Yes
5667,519306,Steven Souza Jr.,5.2,3,100,2007,WA,76,225,wa,RF,R,R,2014,2022,Yes
16725,624431,Jose Trevino,5.2,6,186,2014,TX,70,215,tx,C,R,R,2018,2023,No
19734,668942,Josh Rojas,5.2,26,781,2017,AZ,73,207,az,3B,L,R,2019,2023,No
1001219,111257,Daryl Boston,5.1,1,7,1981,OH,75,203,oh,CF,L,L,1984,1994,Yes
1010855,121092,Dave Revering,5.1,7,166,1971,CA,76,210,ca,1B,L,R,1978,1982,Yes
6307,444875,Matt Murton,5.1,1000,32,2003,FL,73,220,fl,LF,R,R,2005,2009,No
16939,657041,Lane Thomas,5.1,5,144,2014,TN,72,198,tn,RF,R,R,2019,2023,Yes
1004200,114284,Tom Foley,5,7,180,1977,GA,73,180,fl,SS,L,R,1983,1995,Yes
1006349,116476,Dion James,5,1,25,1980,PA,73,170,ca,LF,L,L,1983,1996,Yes
1011756,122011,Scott Servais,5,2,48,1985,WI,74,195,wi,C,R,R,1991,2001,Yes
1011809,122066,Mike Sharperson,5,41,861,1979,SC,75,191,sc,3B,R,R,1987,1995,Yes
1013625,123930,Turner Ward,5,18,470,1986,FL,74,204,fl,OF,S,R,1990,2001,No
2218,430605,Ryan Raburn,5,5,147,2001,FL,72,185,fl,LF,R,R,2004,2017,No
5557,457454,Jarrod Saltalamacchia,5,1000,36,2003,FL,76,235,fl,C,S,R,2007,2018,Yes
7462,461858,Trevor Plouffe,5,1,20,2004,CA,74,215,ca,3B,R,R,2010,2018,Yes
8433,477195,Ike Davis,5,1,18,2008,MN,76,220,mn,1B,L,L,2010,2016,No
12160,592325,Ben Gamel,5,10,325,2010,FL,70,180,fl,LF,L,L,2016,2023,Yes
13602,621550,Patrick Wisdom,5,1000,52,2012,CA,74,220,ca,3B,R,R,2018,2023,No
1000896,110924,Dale Berra,4.9,1,20,1975,NJ,72,190,nj,SS,R,R,1977,1987,Yes
1003613,113681,Duffy Dyer,4.9,38,671,1965,OH,72,195,oh,C,R,R,1968,1981,No
1403,115436,Dave Hansen,4.9,2,47,1986,CA,72,195,ca,3B,L,R,1990,2005,Yes
1012544,122804,Bob Stinson,4.9,3,41,1965,NC,72,185,fl,C,S,R,1969,1980,Yes
927,150239,Terrence Long,4.9,1,20,1994,AL,73,200,al,CF,L,L,1999,2006,Yes
14894,643393,Tony Kemp,4.9,5,137,2013,TN,66,160,tn,2B,L,R,2016,2023,No
13,114485,Brad Fullmer,4.8,2,60,1993,CA,72,220,ca,DH,L,R,1997,2004,Yes
468,115370,Shane Halter,4.8,5,132,1991,MD,72,195,md,SS,R,R,1997,2004,No
1009774,119989,Bob Oliver,4.8,49,760,1965,LA,74,215,la,1B,R,R,1965,1975,No
1270,120440,Herbert Perry,4.8,2,57,1991,FL,74,230,fl,3B,R,R,1994,2004,No
3912,430917,Mike Fontenot,4.8,1,19,2001,LA,69,165,la,2B,L,R,2005,2012,No
5517,543309,Kyle Higashioka,4.8,7,230,2008,CA,73,202,ca,C,R,R,2017,2023,Yes
12859,543510,James McCann,4.8,2,76,2011,CA,75,235,ca,C,R,R,2014,2023,No
13862,581527,Devon Travis,4.8,13,424,2012,FL,69,195,fl,2B,R,R,2015,2018,No
11615,592273,Brandon Drury,4.8,13,404,2010,OR,74,230,or,2B,R,R,2015,2023,Yes
12371,600303,Tommy La Stella,4.8,8,266,2011,NJ,71,180,nj,DH,L,R,2014,2023,No
19339,670032,Nicky Lopez,4.8,5,163,2016,IL,71,180,il,2B,L,R,2019,2023,No
24618,680777,Ryan Jeffers,4.8,2,59,2018,NC,76,235,nc,C,R,R,2020,2023,No
1001465,111503,Jack Brohamer,4.7,34,638,1967,CA,70,165,ca,2B,L,R,1972,1980,Yes
1004210,114293,Barry Foote,4.7,1,3,1970,NC,75,210,nc,C,R,R,1973,1982,Yes
1011872,122133,Pat Sheridan,4.7,3,73,1979,MI,75,175,mi,OF,L,R,1981,1991,No
1012463,122720,Bill Stein,4.7,4,90,1969,MI,70,170,mi,3B,R,R,1972,1985,No
1057,123438,Bubba Trammell,4.7,11,305,1994,TN,74,220,tn,RF,R,R,1997,2003,No
186,136766,Brian Daubach,4.7,17,454,1990,IL,73,230,il,1B,L,R,1998,2005,Yes
4693,430930,Fred Lewis,4.7,2,66,2002,MS,74,205,ms,LF,L,R,2006,2012,No
3035,434604,Michael Morse,4.7,3,82,2000,FL,77,245,fl,LF,R,R,2005,2017,Yes
12510,592200,Curt Casali,4.7,10,317,2011,CA,74,220,ca,C,R,R,2014,2023,No
18042,664238,Dylan Moore,4.7,7,198,2015,CA,72,205,ca,LF,R,R,2019,2023,No
1004502,114582,Kiko Garcia,4.6,3,69,1971,CA,71,180,ca,SS,R,R,1976,1985,Yes
1007474,117625,Joe Lefebvre,4.6,3,75,1977,NH,70,175,nh,RF,L,R,1980,1986,No
1012356,122612,Ed Sprague,4.6,1,25,1988,CA,74,205,ca,3B,R,R,1991,2001,No
14813,571657,Kyle Farmer,4.6,8,244,2013,GA,72,205,ga,3B,R,R,2017,2023,No
24770,681546,James Outman,4.6,7,224,2018,CA,75,215,ca,CF,L,R,2022,2023,No
1004378,114464,Jeff Frye,4.5,30,765,1988,CA,69,160,ca,2B,R,R,1992,2001,No
