fg_playerID,person_id,person_full_name,fWAR,pick_round,pick_number,year,person_birth_state_province,person_height,person_weight,home_state,person_primary_position_abbreviation,person_bat_side_code,person_pitch_hand_code,mlb_played_first,mlb_played_last,high_school
13360,592135,Cam Bedrosian,2.6,1,29,2010,GA,73,225,ga,P,R,R,2014,2023,Yes
16980,596043,Daniel Mengden,2.6,4,106,2014,TX,73,215,tx,P,R,R,2016,2023,No
14361,621389,Ty Blach,2.6,5,178,2012,CO,73,215,co,P,R,L,2016,2023,No
27779,693821,Bryce Elder,2.6,5,156,2020,TX,74,220,tx,P,R,R,2022,2023,No
1000758,110779,Joe Beckwith,2.5,2,46,1977,AL,75,200,al,P,L,R,1979,1986,No
1001452,111489,Tony Brizzolara,2.5,2,30,1977,CA,77,215,ca,P,R,R,1979,1984,No
1002106,112160,John Cerutti,2.5,1,21,1981,NY,74,200,ny,P,L,L,1985,1991,No
1006449,116552,Doug Johns,2.5,16,437,1990,IN,74,185,in,P,R,L,1995,1999,No
1006643,116785,Jeff Juden,2.5,1,12,1989,MA,80,265,ma,P,R,R,1991,1999,Yes
1007479,117631,Phil Leftwich,2.5,2,64,1990,VA,77,205,va,P,R,R,1993,1996,No
1008702,118887,Rusty Meacham,2.5,33,857,1987,FL,74,175,fl,P,R,R,1991,2001,No
1010242,120472,Mark Petkovsek,2.5,1000,29,1987,TX,72,195,tx,P,R,R,1991,2001,No
1011999,122261,Wayne Simpson,2.5,1,8,1967,CA,75,220,ca,P,R,R,1970,1977,Yes
1546,133729,Pete Munro,2.5,6,163,1993,NY,75,210,ny,P,R,R,1999,2004,Yes
897,232994,Scott Strickland,2.5,10,316,1997,TX,71,225,tx,P,R,R,1999,2010,No
7267,434665,Nick Masset,2.5,8,244,2000,FL,77,225,fl,P,R,R,2006,2015,Yes
3193,435261,Zach Miner,2.5,4,106,2000,MO,76,225,fl,P,R,R,2006,2013,Yes
9948,445197,Mike Dunn,2.5,14,419,2003,NM,72,212,nv,P,L,L,2009,2019,Yes
2651,448200,Chris Sampson,2.5,8,263,1999,TX,73,195,tx,P,R,R,2006,2010,No
8586,458950,Philip Humber,2.5,1,3,2004,TX,75,215,tx,P,R,R,2006,2013,No
1370,518703,Charlie Furbush,2.5,4,151,2007,ME,77,215,me,P,L,L,2011,2015,No
6612,519240,Marc Rzepczynski,2.5,5,175,2007,IL,74,220,il,P,L,L,2009,2023,No
12857,542888,Shawn Armstrong,2.5,18,548,2011,NC,74,225,nc,P,R,R,2015,2023,No
13172,605476,Carson Smith,2.5,8,243,2011,TX,78,215,tx,P,R,R,2014,2018,No
15288,643256,Adam Cimber,2.5,9,268,2013,OR,75,195,or,P,R,R,2018,2023,No
18548,656529,Sam Hentges,2.5,4,128,2014,MN,78,245,mn,P,L,L,2021,2023,Yes
17432,656546,Jeff Hoffman,2.5,1,9,2014,NY,77,235,ny,P,R,R,2016,2023,No
16587,657024,Erik Swanson,2.5,8,246,2014,ND,75,225,nd,P,R,R,2019,2023,No
21846,666142,Cole Ragans,2.5,1,30,2016,FL,76,190,fl,P,L,L,2022,2023,Yes
20369,666159,Matt Manning,2.5,1,9,2016,CA,78,195,ca,P,R,R,2021,2023,Yes
20000,669330,Tyler Wells,2.5,15,453,2016,OK,80,260,ok,P,R,R,2021,2023,No
1300,113961,Scott Eyre,2.4,9,248,1991,CA,73,225,ca,P,L,L,1997,2009,No
1006890,117037,Dana Kiecker,2.4,8,203,1983,MN,75,180,mn,P,R,R,1990,1991,No
1007727,117902,Bill Long,2.4,2,32,1981,OH,72,185,oh,P,R,R,1985,1991,No
742,119124,Travis Miller,2.4,1000,34,1994,OH,75,215,oh,P,R,L,1996,2002,No
1009577,119780,David Nied,2.4,14,349,1987,TX,74,185,tx,P,R,R,1992,1996,Yes
1010026,120259,Bill Parsons,2.4,7,153,1968,CA,78,195,ca,P,R,R,1971,1974,No
1011369,121619,A.J. Sager,2.4,10,240,1988,OH,76,220,oh,P,R,R,1994,1998,No
630,122195,Brian Shouse,2.4,13,338,1990,IL,70,190,il,P,L,L,1993,2009,No
1013102,123379,Freddie Toliver,2.4,3,77,1979,MS,73,170,ca,P,R,R,1984,1993,Yes
1284,123650,Todd Van Poppel,2.4,1,14,1990,IL,77,235,tx,P,R,R,1991,2004,Yes
1013997,124309,Frank Williams,2.4,11,278,1979,WA,73,190,wa,P,R,R,1984,1989,No
1014047,124366,Jim Willoughby,2.4,11,218,1967,CA,74,185,ca,P,R,R,1971,1978,Yes
4760,433517,Brad Halsey,2.4,8,246,2002,TX,73,185,tx,P,L,L,2004,2006,No
2859,446321,Ross Detwiler,2.4,1,6,2007,MO,77,210,mo,P,R,L,2007,2023,No
7541,449173,Lucas Harrell,2.4,4,119,2004,MO,74,205,mo,P,S,R,2010,2017,Yes
8185,453214,Steven Wright,2.4,2,56,2006,CA,74,215,ca,P,R,R,2013,2019,No
9083,460265,Jeremy Sowers,2.4,1,20,2001,OH,73,180,ky,P,L,L,2006,2009,Yes
7836,519326,Hunter Strickland,2.4,18,564,2007,GA,75,225,ga,P,R,R,2014,2023,Yes
10291,572193,Ryan Tepera,2.4,19,580,2009,TX,73,195,tx,P,R,R,2015,2023,No
15507,640451,Hunter Harvey,2.4,1,22,2013,NC,75,239,nc,P,R,R,2019,2023,Yes
19618,663855,Jordan Hicks,2.4,1000,105,2015,TX,74,220,tx,P,R,R,2018,2023,Yes
25880,686613,Hunter Brown,2.4,5,166,2019,MI,74,212,mi,P,R,R,2022,2023,No
1001721,111760,Todd Burns,2.3,7,168,1984,CA,74,190,ca,P,R,R,1988,1993,No
1003243,113307,Adrian Devine,2.3,2,45,1970,TX,76,205,tx,P,R,R,1973,1980,Yes
1003671,113739,Tom Edens,2.3,12,308,1979,OR,74,185,id,P,R,R,1987,1995,Yes
1004262,114341,Steve Foucault,2.3,43,904,1969,MN,72,205,mn,P,L,R,1973,1978,No
1005507,115622,Brad Havens,2.3,8,189,1977,MI,73,195,mi,P,L,L,1981,1989,Yes
1011073,121316,Jeff Robinson,2.3,3,69,1983,CA,78,240,ca,P,R,R,1987,1992,No
1011629,121898,Don Schulze,2.3,1,11,1980,IL,75,225,il,P,R,R,1983,1989,Yes
951,150102,David Coggin,2.3,1000,30,1995,CA,76,210,ca,P,R,R,2000,2002,Yes
624,150209,Dan Reichert,2.3,1,7,1997,CA,75,175,ca,P,R,R,1999,2003,No
737,150219,Matt Kinney,2.3,6,158,1995,ME,77,230,me,P,R,R,2000,2005,Yes
943,150291,Mike Venafro,2.3,29,794,1995,MD,70,180,md,P,L,L,1999,2006,No
234,150474,Gary Glover,2.3,15,427,1994,OH,76,225,fl,P,R,R,1999,2008,Yes
42,277184,Matt Wise,2.3,6,177,1997,CA,76,200,ca,P,R,R,2000,2008,No
1797,425840,Neal Cotts,2.3,2,69,2001,IL,74,200,il,P,L,L,2003,2015,No
2141,429780,Chris Narveson,2.3,2,53,2000,CO,75,205,nc,P,L,L,2006,2016,No
4734,435045,Sergio Santos,2.3,1,27,2002,CA,76,215,ca,P,R,R,2010,2015,Yes
5861,435400,Jason Motte,2.3,19,575,2003,MI,72,205,mi,P,R,R,2008,2017,No
4253,452249,Micah Owings,2.3,2,50,2002,GA,77,220,ga,P,R,R,2007,2012,Yes
5525,457429,Boone Logan,2.3,20,600,2002,TX,77,215,tx,P,R,L,2006,2018,Yes
7175,458924,Jonny Venters,2.3,30,907,2003,KY,75,200,fl,P,L,L,2010,2019,Yes
8337,476595,Lucas Luetge,2.3,18,555,2006,TX,76,205,tx,P,L,L,2012,2023,No
10591,518397,Scott Alexander,2.3,6,179,2010,CA,74,195,ca,P,L,L,2015,2023,No
7982,542914,Anthony Bass,2.3,5,165,2008,MI,74,205,ne,P,R,R,2011,2023,No
8501,543144,Danny Farquhar,2.3,10,309,2008,FL,69,185,fl,P,R,R,2011,2018,No
13696,607229,Robert Gsellman,2.3,13,402,2011,CA,76,200,ca,P,R,R,2016,2023,Yes
13911,623184,Scott Oberg,2.3,15,468,2012,MA,74,207,ma,P,R,R,2015,2023,No
15291,643230,Steven Brault,2.3,11,339,2013,CA,72,195,ca,P,L,L,2016,2023,No
19899,657376,Clarke Schmidt,2.3,1,16,2017,GA,73,200,ga,P,R,R,2020,2023,No
19362,669211,Keegan Akin,2.3,2,54,2016,MI,72,240,mi,P,L,L,2020,2023,No
684,114354,Chad Fox,2.2,23,633,1992,CA,75,215,ca,P,R,R,1997,2009,No
1004308,114393,George Frazier,2.2,9,196,1976,OK,77,205,ok,P,R,R,1978,1987,No
1004532,114614,Wes Gardner,2.2,22,550,1982,AR,76,197,ar,P,R,R,1984,1991,No
1453,116480,Mike James,2.2,43,1063,1987,FL,75,210,fl,P,R,R,1995,2002,No
1010545,120778,Mike Proly,2.2,9,213,1972,NY,72,185,ny,P,R,R,1976,1983,No
1012253,122511,John Snyder,2.2,13,356,1992,MI,75,200,ca,P,R,R,1998,2000,Yes
797,400305,Scott Stewart,2.2,20,561,1994,MA,74,225,nc,P,R,L,2001,2004,Yes
2085,425476,Bobby Madritsch,2.2,6,170,1998,IL,74,195,il,P,L,L,2004,2005,Yes
6248,444836,Aaron Laffey,2.2,16,468,2003,MD,71,190,md,P,L,L,2007,2015,Yes
1989,458550,Jeremy Hefner,2.2,5,177,2007,OK,76,205,ok,P,R,R,2012,2013,No
9866,475054,Chaz Roe,2.2,1000,32,2005,OH,77,190,oh,P,R,R,2013,2021,Yes
11428,519443,Brandon Workman,2.2,2,57,2010,TX,77,235,tx,P,R,R,2013,2021,No
13442,573046,Mike Morin,2.2,13,417,2012,MN,76,220,mn,P,R,R,2014,2023,No
11752,592426,Luke Jackson,2.2,1000,45,2010,FL,74,210,fl,P,R,R,2015,2023,No
13594,596112,Robert Stephenson,2.2,1,27,2011,CA,75,205,ca,P,R,R,2016,2023,Yes
12730,607259,Nick Martinez,2.2,18,564,2011,FL,73,200,fl,P,L,R,2014,2023,No
14719,621142,Ty Buttrey,2.2,4,151,2012,NC,78,240,nc,P,L,R,2018,2023,Yes
29911,671096,Andrew Abbott,2.2,2,53,2021,VA,72,192,va,P,L,L,2023,2023,No
20151,675916,James Karinchak,2.2,9,282,2017,NY,75,215,ny,P,R,R,2019,2023,No
1003639,113711,Jamie Easterly,2.1,2,34,1971,TX,69,180,tx,P,L,L,1974,1987,Yes
1004251,114334,Kevin Foster,2.1,29,745,1987,IL,73,170,il,P,R,R,1993,2001,Yes
1004951,115047,Mark Grant,2.1,1,10,1981,IL,74,205,il,P,R,R,1984,1993,Yes
1005027,115123,Bill Greif,2.1,3,43,1968,TX,77,205,tx,P,R,R,1971,1976,Yes
1005569,115684,Dave Heaverlo,2.1,9,193,1972,WA,73,210,wa,P,R,R,1975,1981,No
1006171,116298,Mark Huismann,2.1,23,581,1979,NE,75,195,ne,P,R,R,1983,1991,No
1282,123177,Anthony Telford,2.1,3,65,1987,CA,72,210,ca,P,R,R,1990,2002,No
1012993,123263,Roy Thomas,2.1,1,6,1971,VA,78,200,ca,P,R,R,1977,1987,Yes
1013799,124105,David West,2.1,4,84,1983,TN,78,230,tn,P,L,L,1988,1998,Yes
1007,150261,Scott Sauerbeck,2.1,23,624,1994,OH,75,200,oh,P,R,L,1999,2006,No
1666,425647,D.J. Carrasco,2.1,26,795,1997,AZ,76,215,az,P,R,R,2003,2012,No
4664,459967,Sam LeCure,2.1,4,122,2005,MO,72,210,mo,P,R,R,2010,2015,No
9794,571521,Rex Brothers,2.1,1000,34,2009,TN,72,205,tn,P,L,L,2011,2021,No
12555,571561,Tony Cingrani,2.1,3,114,2011,IL,76,217,il,P,L,L,2012,2018,No
13435,572955,Pierce Johnson,2.1,15,469,2009,CO,74,202,co,P,R,R,2017,2023,No
19349,657571,Caleb Ferguson,2.1,38,1149,2014,OH,75,226,oh,P,R,L,2018,2023,Yes
19932,663986,Trevor Stephan,2.1,3,92,2017,TX,77,225,tx,P,R,R,2021,2023,No
20020,670167,John Schreiber,2.1,15,445,2016,MI,74,224,mi,P,R,R,2019,2023,No
1000364,110377,Don August,2,1,17,1984,CA,75,190,ca,P,R,R,1988,1991,No
1000429,110441,Roger Bailey,2,3,95,1992,FL,73,180,fl,P,R,R,1995,1997,No
1003061,113119,Joel Davis,2,1,13,1983,FL,77,205,fl,P,L,R,1985,1988,Yes
1003335,113400,Tom Dixon,2,18,426,1973,FL,71,175,fl,P,R,R,1977,1983,Yes
1004288,114370,Ken Frailing,2,5,98,1966,WI,72,190,wi,P,L,L,1972,1976,Yes
68,119624,Mike Myers,2,4,120,1990,IL,75,220,il,P,L,L,1995,2007,No
1011977,122239,Bill Simas,2,6,160,1992,CA,75,185,ca,P,L,R,1995,2000,No
1014283,124601,Jim Wright,2,4,83,1969,MI,73,165,mi,P,R,R,1978,1979,Yes
1014431,124758,Bill Zepp,2,33,608,1965,MI,74,185,mi,P,R,R,1969,1971,No
41,276533,Ben Weber,2,20,536,1991,TX,76,205,tx,P,R,R,2000,2005,No
7060,400291,Dustin Moseley,2,1000,34,2000,AR,76,215,tx,P,R,R,2006,2012,Yes
4363,444520,Craig Breslow,2,26,769,2002,CT,72,190,ct,P,L,L,2005,2017,No
5746,447714,Eric O'Flaherty,2,6,176,2003,WA,74,210,wa,P,L,L,2006,2017,Yes
7613,448592,Cla Meredith,2,6,185,2004,VA,72,190,va,P,R,R,2005,2010,No
7416,450275,Mark Lowe,2,5,153,2004,TX,75,210,tx,P,L,R,2006,2016,No
10061,548384,Brooks Raley,2,6,200,2009,TX,75,200,tx,P,L,L,2012,2023,No
13896,623167,Chris Flexen,2,14,440,2012,CA,75,219,ca,P,R,R,2017,2023,Yes
17192,656222,Jalen Beeks,2,12,374,2014,AR,71,215,ar,P,L,L,2018,2023,No
16588,656547,Jonathan Holder,2,6,182,2014,MS,74,232,ms,P,R,R,2016,2023,No
19665,657140,Kyle Wright,2,1,5,2017,AL,76,215,al,P,R,R,2018,2023,No
22201,669022,MacKenzie Gore,2,1,3,2017,NC,74,192,nc,P,L,L,2022,2023,Yes
25007,681911,Alex Vesia,2,17,507,2018,CA,73,209,ca,P,L,L,2020,2023,No
1001358,111397,Jeff Brantley,1.9,6,134,1985,AL,71,190,al,P,R,R,1988,2001,No
1002312,112344,Terry Clark,1.9,23,575,1979,CA,74,195,ca,P,R,R,1988,1997,No
1007067,117220,Kevin Kobel,1.9,11,241,1971,NY,73,195,ny,P,R,L,1973,1980,Yes
1010320,120551,Jeff Pico,1.9,13,317,1984,CA,73,190,ca,P,R,R,1988,1990,Yes
1011627,121885,Buddy Schultz,1.9,4,71,1968,OH,72,175,oh,P,R,L,1975,1979,Yes
39,123849,Donne Wall,1.9,18,462,1989,MO,73,205,mo,P,R,R,1995,2002,No
1013953,124275,Bill Wilkinson,1.9,4,87,1983,WY,70,160,co,P,R,L,1985,1988,Yes
451,133221,Justin Speier,1.9,55,1451,1995,CA,75,205,ca,P,R,R,1998,2009,No
1516,424164,Kirk Saarloos,1.9,3,86,2001,CA,72,180,ca,P,R,R,2002,2008,No
2467,434298,Todd Coffey,1.9,41,1220,1998,NC,76,240,nc,P,R,R,2005,2012,Yes
3425,434638,Brian Burres,1.9,31,931,2000,OR,73,175,or,P,L,L,2006,2011,No
3180,434668,Manny Delcarmen,1.9,2,62,2000,MA,74,225,ma,P,R,R,2005,2010,No
8268,456027,Ross Ohlendorf,1.9,4,116,2004,TX,76,240,tx,P,R,R,2007,2016,No
3926,502272,Casey Fien,1.9,20,592,2006,CA,74,210,ca,P,R,R,2009,2017,No
13293,543056,Danny Coulombe,1.9,17,517,2008,MO,70,190,mo,P,L,L,2014,2023,Yes
8180,543779,Kevin Siegrist,1.9,41,1235,2008,NY,77,230,ny,P,L,L,2013,2017,No
12828,552640,Andrew Kittredge,1.9,45,1360,2008,WA,73,230,wa,P,R,R,2017,2023,Yes
10688,592804,Tyler Thornburg,1.9,3,96,2010,TX,71,190,tx,P,R,R,2012,2023,No
15043,642152,Lou Trivino,1.9,11,341,2013,PA,77,235,pa,P,R,R,2018,2023,No
15832,643316,Paul Fry,1.9,17,507,2013,MI,72,205,mi,P,L,L,2018,2023,No
17282,656629,Michael Kopech,1.9,1,33,2014,TX,75,210,tx,P,R,R,2018,2023,Yes
21318,656731,Tylor Megill,1.9,8,230,2018,CA,79,230,ca,P,R,R,2021,2023,No
21455,663460,Kris Bubic,1.9,1000,40,2018,CA,75,225,ca,P,L,L,2020,2023,No
18064,664208,Phil Maton,1.9,20,597,2015,KY,74,206,ky,P,R,R,2017,2023,No
26378,666157,Nick Lodolo,1.9,1,7,2019,CA,78,216,ca,P,L,L,2022,2023,No
29837,682243,Bryce Miller,1.9,4,113,2021,TX,74,200,tx,P,R,R,2023,2023,No
1002321,112373,Marty Clary,1.8,3,74,1983,MI,76,190,mi,P,R,R,1987,1990,No
1004603,114688,Dave Geisel,1.8,5,112,1973,PA,75,210,ny,P,L,L,1978,1985,Yes
1007890,118058,Rick Lysander,1.8,19,444,1974,CA,74,190,ca,P,R,R,1980,1985,No
1010565,120798,Charlie Puleo,1.8,13,307,1973,NJ,75,200,nj,P,R,R,1981,1989,Yes
1011694,121947,Tim Scott,1.8,2,51,1984,CA,74,205,ca,P,R,R,1991,1997,Yes
1012555,122815,Bob Stoddard,1.8,10,240,1978,CA,73,200,ca,P,R,R,1981,1987,No
683,150153,Nelson Figueroa,1.8,30,833,1995,NY,73,185,ny,P,R,R,2000,2011,No
1542,346873,Luke Hudson,1.8,4,120,1998,CA,75,205,ca,P,R,R,2002,2007,No
63,407377,Mike Koplove,1.8,29,883,1998,PA,72,165,pa,P,R,R,2001,2007,No
8073,543359,Dan Jennings,1.8,9,268,2008,CA,75,215,ca,P,L,L,2012,2019,No
4878,543506,Brandon Maurer,1.8,23,702,2008,CA,77,225,ca,P,R,R,2013,2018,Yes
14857,573009,Joe Mantiply,1.8,27,816,2013,VA,76,219,va,P,R,L,2016,2023,No
11861,592094,Jason Adam,1.8,5,149,2010,NE,75,229,ne,P,R,R,2018,2023,Yes
12803,605169,Carter Capps,1.8,1000,121,2011,NC,77,230,nc,P,R,R,2012,2017,No
12580,605388,Adam Morgan,1.8,3,120,2011,FL,73,200,fl,P,L,L,2015,2023,No
12317,607067,Colin Rea,1.8,12,383,2011,IA,77,218,ia,P,R,R,2015,2023,No
13690,607219,Sal Romano,1.8,23,715,2011,NY,77,255,ct,P,L,R,2017,2023,Yes
18806,608716,Drew Steckenrider,1.8,8,257,2012,GA,76,235,ga,P,R,R,2017,2023,No
18331,621076,James Kaprielian,1.8,1,16,2015,CA,75,225,ca,P,R,R,2020,2023,No
17735,641302,Tyler Alexander,1.8,2,65,2015,IL,74,203,il,P,R,L,2019,2023,No
19804,641329,Bryan Baker,1.8,11,320,2016,FL,78,235,fl,P,R,R,2021,2023,No
17369,656685,Brett Martin,1.8,4,126,2014,TN,76,200,tn,P,L,L,2019,2023,No
19225,669952,Mitch White,1.8,2,65,2016,CA,75,210,ca,P,R,R,2020,2023,No
25463,682227,Brandon Williamson,1.8,2,59,2019,MN,78,210,mn,P,R,L,2023,2023,No
1001856,111900,Ernie Camacho,1.7,12,284,1975,CA,73,180,ca,P,R,R,1980,1990,No
1447,114499,Mike Fyhrie,1.7,12,314,1991,CA,74,190,ca,P,R,R,1996,2002,No
1005818,115947,Shawn Hillegas,1.7,26,657,1983,CA,74,205,ca,P,R,R,1987,1993,No
1007065,117218,Mark Knudson,1.7,3,69,1982,CO,77,215,co,P,R,R,1985,1993,No
1009072,119267,Monty Montgomery,1.7,9,203,1968,NC,75,200,nc,P,R,R,1971,1972,No
1010560,120793,Tim Pugh,1.7,6,158,1989,CA,78,230,ca,P,R,R,1992,1997,No
1010769,120994,Jerry Reed,1.7,11,251,1973,NC,73,190,nc,P,R,R,1981,1990,Yes
1010970,121214,Andy Rincon,1.7,5,110,1977,CA,75,195,ca,P,R,R,1980,1982,Yes
1012994,123264,Stan Thomas,1.7,27,609,1971,ME,74,185,me,P,R,R,1974,1977,No
1013086,123364,Dave Tobik,1.7,3,57,1974,OH,73,195,oh,P,R,R,1978,1985,No
1426,123756,Ed Vosberg,1.7,3,58,1979,AZ,73,208,az,P,L,L,1986,2002,Yes
1713,133780,Carlton Loewer,1.7,1,23,1994,LA,78,210,la,P,R,R,1998,2003,No
693,150037,Ray King,1.7,8,223,1995,IL,72,250,il,P,L,L,1999,2008,No
1257,150285,Dan Kolb,1.7,6,150,1995,IL,76,210,il,P,R,R,1999,2007,No
864,150469,John Bale,1.7,5,129,1996,MD,76,210,md,P,L,L,1999,2009,No
1694,276913,Derrick Turnbow,1.7,5,146,1997,TN,75,235,tn,P,R,R,2000,2008,Yes
1791,425471,Jimmy Gobble,1.7,1000,43,1999,TN,75,210,va,P,L,L,2003,2009,Yes
2642,425786,Scott Atchison,1.7,36,1001,1994,TX,74,200,tx,P,R,R,2004,2015,Yes
3555,501817,Tony Barnette,1.7,10,297,2006,AK,73,190,ak,P,R,R,2016,2019,No
8823,543118,Oliver Drake,1.7,43,1286,2008,MA,76,220,ma,P,R,R,2015,2020,No
14814,571656,Buck Farmer,1.7,5,156,2013,GA,76,243,ga,P,L,R,2014,2023,No
16233,622088,Tejay Antone,1.7,5,155,2014,OK,76,230,ok,P,R,R,2020,2023,Yes
17948,663423,Trent Thornton,1.7,5,139,2015,NC,72,190,nc,P,R,R,2019,2023,No
27589,671106,Logan Allen,1.7,2,56,2020,FL,72,190,fl,P,R,L,2023,2023,No
19769,676684,Will Vest,1.7,12,365,2017,TX,72,180,tx,P,R,R,2021,2023,No
1001978,112021,Cris Carpenter,1.6,1,14,1987,FL,73,185,fl,P,R,R,1988,1996,No
1003825,113899,Vaughn Eshelman,1.6,4,108,1991,PA,75,205,pa,P,L,L,1995,1997,No
1005048,115144,Mike Griffin,1.6,3,60,1976,CA,77,195,ca,P,R,R,1979,1989,Yes
1008608,118800,Bo McLaughlin,1.6,1,14,1975,CA,77,210,ca,P,R,R,1976,1982,No
1009328,119525,Mike Munoz,1.6,3,74,1986,CA,74,200,ca,P,L,L,1989,2000,No
1010003,120229,Harry Parker,1.6,4,73,1965,IL,75,190,il,P,R,R,1970,1976,Yes
1011045,121295,Rich Robertson,1.6,9,234,1990,TX,76,175,tx,P,L,L,1993,1998,No
1011354,121603,Gary Ryerson,1.6,13,257,1966,CA,73,175,ca,P,R,L,1972,1973,Yes
1014051,124370,Frank Wills,1.6,1,16,1980,LA,74,202,la,P,R,R,1983,1991,No
1010235,150081,Kyle Peterson,1.6,1,13,1997,NE,75,215,ne,P,R,R,1999,2001,No
9080,474029,Zach Putnam,1.6,5,171,2008,MI,74,220,mi,P,R,R,2011,2017,No
11366,592238,Brandon Cumpton,1.6,9,267,2010,GA,74,215,ga,P,R,R,2013,2018,No
12297,605359,Evan Marshall,1.6,4,124,2011,CA,74,235,ca,P,R,R,2014,2023,No
13194,607352,Joe Biagini,1.6,26,807,2011,CA,76,230,ca,P,R,R,2016,2023,No
19343,640462,A.J. Puk,1.6,1,6,2016,MN,79,248,mn,P,L,L,2019,2023,No
19876,656464,Kevin Ginkel,1.6,16,478,2014,CA,76,235,ca,P,L,R,2019,2023,No
21537,663738,Daniel Lynch IV,1.6,1000,34,2018,VA,78,200,va,P,L,L,2021,2023,No
1001029,111056,Dennis Blair,1.5,5,101,1972,OH,77,182,ca,P,R,R,1974,1980,Yes
774,113784,Joey Eischen,1.5,4,91,1989,CA,72,215,ca,P,L,L,1994,2006,No
1004365,114449,Danny Frisella,1.5,39,683,1965,CA,72,195,ca,P,L,R,1967,1976,No
1005014,115095,Tyler Green,1.5,1,10,1991,OH,77,185,oh,P,R,R,1993,1998,No
1005505,115618,Tom Hausman,1.5,10,217,1971,SD,77,200,ca,P,R,R,1975,1982,Yes
1005767,115887,Bryan Hickerson,1.5,7,169,1986,MN,74,200,mn,P,L,L,1991,1995,No
920,116114,Mike Holtz,1.5,17,461,1994,VA,69,180,va,P,L,L,1996,2006,No
1454,116718,Bobby Jones,1.5,44,1139,1991,NJ,72,170,nj,P,R,L,1997,2004,No
290,118158,Ron Mahay,1.5,18,486,1991,IL,74,200,il,P,L,L,1995,2010,No
1672,119125,Trever Miller,1.5,1000,41,1991,KY,75,200,ky,P,R,L,1996,2011,Yes
467,133960,Seth Greisinger,1.5,1,6,1996,KS,75,200,ks,P,R,R,1998,2005,No
402,228594,David Riske,1.5,56,1559,1996,WA,74,190,wa,P,R,R,1999,2010,No
1855,425861,Shawn Camp,1.5,16,500,1997,VA,73,205,va,P,R,R,2004,2014,No
4770,434480,Darrell Rasner,1.5,2,46,2002,NV,75,210,nv,P,R,R,2005,2008,No
8280,448609,Tony Sipp,1.5,28,828,2001,MS,72,190,ms,P,L,L,2009,2019,Yes
7558,451775,Fernando Rodriguez Jr.,1.5,18,540,2003,TX,75,235,tx,P,R,R,2009,2016,No
9862,457733,Joey Devine,1.5,1,27,2005,KS,72,235,ks,P,R,R,2005,2011,No
10133,502202,Brad Boxberger,1.5,20,587,2006,CA,70,211,ca,P,R,R,2012,2023,Yes
7947,518715,Cory Gearrin,1.5,4,138,2007,TN,73,205,tn,P,R,R,2011,2020,No
11720,518748,Justin Grimm,1.5,5,166,2010,TN,75,210,tn,P,R,R,2012,2023,No
11334,544928,Tyler Lyons,1.5,9,289,2010,TX,74,210,tx,P,L,L,2013,2020,No
13533,592811,Andrew Triggs,1.5,19,583,2012,TN,76,233,tn,P,R,R,2016,2020,No
16094,605507,Zach Thompson,1.5,5,138,2014,TX,79,250,tx,P,R,R,2021,2023,No
12385,607374,Nick Tropeano,1.5,5,160,2011,NY,76,205,ny,P,R,R,2014,2023,No
13528,621199,Matt Bowman,1.5,13,410,2012,MD,72,185,md,P,R,R,2016,2023,No
16350,621366,Ryan Borucki,1.5,15,475,2012,IL,76,210,il,P,L,L,2018,2023,Yes
17556,623474,Jimmy Herget,1.5,6,175,2015,FL,75,170,fl,P,R,R,2019,2023,No
18384,664123,Scott Effross,1.5,15,443,2015,OH,74,202,oh,P,R,R,2021,2023,No
27463,676979,Garrett Crochet,1.5,1,11,2020,MS,78,230,ms,P,L,L,2020,2023,No
24968,681857,Reese Olson,1.5,13,395,2018,GA,73,160,ga,P,R,R,2023,2023,Yes
1002183,112237,Scott Chiamparino,1.4,4,95,1987,CA,74,190,ca,P,R,R,1990,1992,No
1002919,112985,John D'Acquisto,1.4,1,17,1970,CA,74,205,ca,P,R,R,1973,1982,Yes
1005318,115427,Preston Hanna,1.4,1,11,1972,FL,73,195,fl,P,R,R,1975,1982,Yes
1008482,118665,Will McEnaney,1.4,8,183,1970,OH,72,180,oh,P,L,L,1974,1979,Yes
1008572,118755,Joe McIntosh,1.4,13,292,1973,MT,74,185,mt,P,S,R,1974,1975,No
1010218,120449,Stan Perzanowski,1.4,16,361,1968,IN,74,170,in,P,S,R,1971,1978,Yes
1014384,124705,Kip Young,1.4,23,529,1976,OH,71,175,oh,P,R,R,1978,1979,No
1182,406873,Bud Smith,1.4,4,108,1998,CA,72,170,ca,P,L,L,2001,2002,No
1246,456713,Matt Bush,1.4,1,1,2004,CA,70,193,ca,P,R,R,2016,2023,Yes
11243,502578,Aaron Barrett,1.4,9,266,2010,IN,75,230,in,P,R,R,2014,2023,No
11964,518566,Taylor Cole,1.4,26,806,2007,CA,73,200,nv,P,R,R,2017,2023,Yes
9756,571735,David Hale,1.4,3,87,2009,GA,74,210,ga,P,R,R,2013,2021,No
13339,592716,Adrian Sampson,1.4,5,166,2012,WA,74,210,wa,P,R,R,2016,2023,No
14932,594902,Ben Lively,1.4,4,135,2013,FL,76,235,fl,P,R,R,2017,2023,No
17425,607200,Erick Fedde,1.4,1,18,2014,NV,76,203,nv,P,R,R,2017,2022,No
